,node_pair,transaction_num,min_timestamp,max_timestamp,time_interval,transaction_frequency
178,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98_0x823004a8d39583f74b7e01418fde2568725243e4,19995,1439174352,1470264329,31089977,55.56671849580332
179,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98_0x029dc24e25db54ab740aabcfeeca04b1fa8aa188,20017,1439174352,1511513852,72339500,23.907668701055442
180,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98_0x1b3ca00bb77da8511c7ef091d26bd5e69ffe16bf,19995,1439174352,1470264329,31089977,55.56671849580332
181,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98_0x64916978a6c23c21ce9526e4ee9a2a6077dd0e01,20083,1439174352,1499249298,60074946,28.883441692981297
182,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98_0xf0638f1dc2844dc6b45b3c37697a62851026ea31,19995,1439174352,1470264329,31089977,55.56671849580332
183,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98_0xd06e0f2eaee9d1f94dcbf195fc078726436c2a6d,19995,1439174352,1499181357,60007005,28.789438833016245
184,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98_0x28d252ec46a4d6ac35a25a6518da44c6e54ee015,22844,1439174352,1570238744,131064392,15.059174882526445
185,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98_0x1fabd401b08df84f615091c14c6db1a5e0bead0c,20113,1439174352,1470264329,31089977,55.8946441163337
186,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98_0xc05c47a7e9a179efaf3847e0db995f45ec30a506,20016,1439174352,1470264329,31089977,55.625078140135
187,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98_0x17503ac6bd7f64aba0b186c354e25c68dbe9bea7,19994,1439174352,1470264329,31089977,55.56393946512086
